"Componenet","Tool","Image","CVE","Severity","Package","Affected Version","Fix Version","Summary"
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2023-2801","HIGH","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","9.4.12, 9.5.3","Grafana is an open-source platform for monitoring and observability.   Using public dashboards users can query multiple distinct data sources using mixed queries. However such query has a possibility of crashing a Grafana instance.  The only feature that uses mixed queries at the moment is public dashboards, but it's also possible to cause this by calling the query API directly.  This might enable malicious users to crash Grafana instances through that endpoint.  Users may upgrade to version 9.4.12 and 9.5.3 to receive a fix."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2025-6023","HIGH","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","1.9.2-0.20250521205822-0ba0b99665a9","An open redirect vulnerability has been identified in Grafana OSS that can be exploited to achieve XSS attacks. The vulnerability was introduced in Grafana v11.5.0.  The open redirect can be chained with path traversal vulnerabilities to achieve XSS.  Fixed in versions 12.0.2+security-01, 11.6.3+security-01, 11.5.6+security-01, 11.4.6+security-01 and 11.3.8+security-01"
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2025-58183","HIGH","stdlib","v1.24.6","1.24.8, 1.25.2","tar.Reader does not set a maximum size on the number of sparse region data blocks in GNU tar pax 1.0 sparse files. A maliciously-crafted archive containing a large number of sparse regions can cause a Reader to read an unbounded amount of data from the archive into memory. When reading from a compressed source, a small compressed input can result in large allocations."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2025-61729","HIGH","stdlib","v1.24.6","1.24.11, 1.25.5","Within HostnameError.Error(), when constructing an error string, there is no limit to the number of hosts that will be printed out. Furthermore, the error string is constructed by repeated string concatenation, leading to quadratic runtime. Therefore, a certificate provided by a malicious actor can result in excessive resource consumption."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2018-15727","CRITICAL","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","4.6.4, 5.2.3","Grafana 2.x, 3.x, and 4.x before 4.6.4 and 5.x before 5.2.3 allows authentication bypass because an attacker can generate a valid ""remember me"" cookie knowing only a username of an LDAP or OAuth user."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2023-3128","CRITICAL","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","9.4.13, 9.3.16, 9.2.20, 8.5.27","Grafana is validating Azure AD accounts based on the email claim.   On Azure AD, the profile email field is not unique and can be easily modified.   This leads to account takeover and authentication bypass when Azure AD OAuth is configured with a multi-tenant app."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2020-12458","HIGH","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","7.2.1","An information-disclosure flaw was found in Grafana through 6.7.3. The database directory /var/lib/grafana and database file /var/lib/grafana/grafana.db are world readable. This can result in exposure of sensitive information (e.g., cleartext or encrypted datasource passwords)."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2021-39226","HIGH","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","7.5.11, 8.1.6","Grafana is an open source data visualization platform. In affected versions unauthenticated and authenticated users are able to view the snapshot with the lowest database key by accessing the literal paths: /dashboard/snapshot/:key, or /api/snapshots/:key. If the snapshot ""public_mode"" configuration setting is set to true (vs default of false), unauthenticated users are able to delete the snapshot with the lowest database key by accessing the literal path: /api/snapshots-delete/:deleteKey. Regardless of the snapshot ""public_mode"" setting, authenticated users are able to delete the snapshot with the lowest database key by accessing the literal paths: /api/snapshots/:key, or /api/snapshots-delete/:deleteKey. The combination of deletion and viewing enables a complete walk through all snapshot data while resulting in complete snapshot data loss. This issue has been resolved in versions 8.1.6 and 7.5.11. If for some reason you cannot upgrade you can use a reverse proxy or similar to block access to the literal paths: /api/snapshots/:key, /api/snapshots-delete/:deleteKey, /dashboard/snapshot/:key, and /api/snapshots/:key. They have no normal function and can be disabled without side effects."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2022-35957","HIGH","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","9.1.6, 9.0.9, 8.5.13","Grafana is an open-source platform for monitoring and observability. Versions prior to 9.1.6 and 8.5.13 are vulnerable to an escalation from admin to server admin when auth proxy is used, allowing an admin to take over the server admin account and gain full control of the grafana instance. All installations should be upgraded as soon as possible. As a workaround deactivate auth proxy following the instructions at: https://grafana.com/docs/grafana/latest/setup-grafana/configure-security/configure-authentication/auth-proxy/"
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2022-39307","HIGH","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","9.2.4, 8.5.15","Grafana is an open-source platform for monitoring and observability. When using the forget password on the login page, a POST request is made to the `/api/user/password/sent-reset-email` URL. When the username or email does not exist, a JSON response contains a “user not found” message. This leaks information to unauthenticated users and introduces a security risk. This issue has been patched in 9.2.4 and backported to 8.5.15. There are no known workarounds."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2023-2801","HIGH","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","9.4.12, 9.5.3","Grafana is an open-source platform for monitoring and observability.   Using public dashboards users can query multiple distinct data sources using mixed queries. However such query has a possibility of crashing a Grafana instance.  The only feature that uses mixed queries at the moment is public dashboards, but it's also possible to cause this by calling the query API directly.  This might enable malicious users to crash Grafana instances through that endpoint.  Users may upgrade to version 9.4.12 and 9.5.3 to receive a fix."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2025-6023","HIGH","github.com/grafana/grafana","v0.0.0-20250808195315-7d067d343a36+dirty","1.9.2-0.20250521205822-0ba0b99665a9","An open redirect vulnerability has been identified in Grafana OSS that can be exploited to achieve XSS attacks. The vulnerability was introduced in Grafana v11.5.0.  The open redirect can be chained with path traversal vulnerabilities to achieve XSS.  Fixed in versions 12.0.2+security-01, 11.6.3+security-01, 11.5.6+security-01, 11.4.6+security-01 and 11.3.8+security-01"
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2025-58183","HIGH","stdlib","v1.24.6","1.24.8, 1.25.2","tar.Reader does not set a maximum size on the number of sparse region data blocks in GNU tar pax 1.0 sparse files. A maliciously-crafted archive containing a large number of sparse regions can cause a Reader to read an unbounded amount of data from the archive into memory. When reading from a compressed source, a small compressed input can result in large allocations."
"qubership-monitoring-operator","trivy","docker.io/grafana/grafana:11.6.5","CVE-2025-61729","HIGH","stdlib","v1.24.6","1.24.11, 1.25.5","Within HostnameError.Error(), when constructing an error string, there is no limit to the number of hosts that will be printed out. Furthermore, the error string is constructed by repeated string concatenation, leading to quadratic runtime. Therefore, a certificate provided by a malicious actor can result in excessive resource consumption."
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-68973","HIGH","dirmngr","2.4.4-2ubuntu17.3","2.4.4-2ubuntu17.4","In GnuPG before 2.4.9, armor_filter in g10/armor.c has two increments of an index variable where one is intended, leading to an out-of-bounds write for crafted input. (For ExtendedLTS, 2.2.51 and later are fixed versions.)"
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-68973","HIGH","gnupg","2.4.4-2ubuntu17.3","2.4.4-2ubuntu17.4","In GnuPG before 2.4.9, armor_filter in g10/armor.c has two increments of an index variable where one is intended, leading to an out-of-bounds write for crafted input. (For ExtendedLTS, 2.2.51 and later are fixed versions.)"
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-68973","HIGH","gnupg-utils","2.4.4-2ubuntu17.3","2.4.4-2ubuntu17.4","In GnuPG before 2.4.9, armor_filter in g10/armor.c has two increments of an index variable where one is intended, leading to an out-of-bounds write for crafted input. (For ExtendedLTS, 2.2.51 and later are fixed versions.)"
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-68973","HIGH","gpg","2.4.4-2ubuntu17.3","2.4.4-2ubuntu17.4","In GnuPG before 2.4.9, armor_filter in g10/armor.c has two increments of an index variable where one is intended, leading to an out-of-bounds write for crafted input. (For ExtendedLTS, 2.2.51 and later are fixed versions.)"
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-68973","HIGH","gpg-agent","2.4.4-2ubuntu17.3","2.4.4-2ubuntu17.4","In GnuPG before 2.4.9, armor_filter in g10/armor.c has two increments of an index variable where one is intended, leading to an out-of-bounds write for crafted input. (For ExtendedLTS, 2.2.51 and later are fixed versions.)"
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-68973","HIGH","gpgconf","2.4.4-2ubuntu17.3","2.4.4-2ubuntu17.4","In GnuPG before 2.4.9, armor_filter in g10/armor.c has two increments of an index variable where one is intended, leading to an out-of-bounds write for crafted input. (For ExtendedLTS, 2.2.51 and later are fixed versions.)"
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-68973","HIGH","gpgsm","2.4.4-2ubuntu17.3","2.4.4-2ubuntu17.4","In GnuPG before 2.4.9, armor_filter in g10/armor.c has two increments of an index variable where one is intended, leading to an out-of-bounds write for crafted input. (For ExtendedLTS, 2.2.51 and later are fixed versions.)"
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-68973","HIGH","gpgv","2.4.4-2ubuntu17.3","2.4.4-2ubuntu17.4","In GnuPG before 2.4.9, armor_filter in g10/armor.c has two increments of an index variable where one is intended, leading to an out-of-bounds write for crafted input. (For ExtendedLTS, 2.2.51 and later are fixed versions.)"
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-68973","HIGH","keyboxd","2.4.4-2ubuntu17.3","2.4.4-2ubuntu17.4","In GnuPG before 2.4.9, armor_filter in g10/armor.c has two increments of an index variable where one is intended, leading to an out-of-bounds write for crafted input. (For ExtendedLTS, 2.2.51 and later are fixed versions.)"
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2025-52999","HIGH","com.fasterxml.jackson.core:jackson-core","2.13.4","2.15.0","jackson-core contains core low-level incremental (""streaming"") parser and generator abstractions used by Jackson Data Processor. In versions prior to 2.15.0, if a user parses an input file and it has deeply nested data, Jackson could end up throwing a StackoverflowError if the depth is particularly large. jackson-core 2.15.0 contains a configurable limit for how deep Jackson will traverse in an input document, defaulting to an allowable depth of 1000. jackson-core will throw a StreamConstraintsException if the limit is reached. jackson-databind also benefits from this change because it uses jackson-core to parse JSON inputs. As a workaround, users should avoid parsing input files from untrusted sources."
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2023-52428","HIGH","com.nimbusds:nimbus-jose-jwt","9.8.1","9.37.2","In Connect2id Nimbus JOSE+JWT before 9.37.2, an attacker can cause a denial of service (resource consumption) via a large JWE p2c header value (aka iteration count) for the PasswordBasedDecrypter (PBKDF2) component."
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2024-25638","HIGH","dnsjava:dnsjava","2.1.7","3.6.0","dnsjava is an implementation of DNS in Java. Records in DNS replies are not checked for their relevance to the query, allowing an attacker to respond with RRs from different zones. This vulnerability is fixed in 3.6.0."
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2021-31684","HIGH","net.minidev:json-smart","1.3.2","1.3.3, 2.4.4","A vulnerability was discovered in the indexOf function of JSONParserByteArray in JSON Smart versions 1.3 and 2.4 which causes a denial of service (DOS) via a crafted web request."
"qubership-jaeger","trivy","ghcr.io/jaegertracing/spark-dependencies/spark-dependencies:latest","CVE-2023-1370","HIGH","net.minidev:json-smart","1.3.2","2.4.9","[Json-smart](https://netplex.github.io/json-smart/) is a performance focused, JSON processor lib.  When reaching a ‘[‘ or ‘{‘ character in the JSON input, the code parses an array or an object respectively.  It was discovered that the code does not have any limit to the nesting of such arrays or objects. Since the parsing of nested arrays and objects is done recursively, nesting too many of them can cause a stack exhaustion (stack overflow) and crash the software."
